title,comments,age,thread
kohl sad story japan,2,67889.47850205898,rock
one greatest vocal performances ever heard jeff buckley singing take grace bearsville phenomenal,1,68132.36183539232,rock
pink floyd turning away,4,69171.47850205898,rock
billy martin leave kitten alone dance rock parental warning,1,67975.59516872566,rock
kingdom come resist,0,68393.74516872565,rock
god god life,0,68459.39516872565,rock
opinion pink floyd,56,69592.39516872565,rock
new order age consent,2,70086.19516872565,rock
stuck like days song title please one help skip please help brother,4,69104.22850205898,rock
interview industrial rock band chmcl str jckt,0,69601.72850205898,rock
interpol evil,2,70315.97850205898,rock
madness one,0,69403.21183539231,rock
smiths bigmouth strikes,1,70829.87850205899,rock
feather side,0,69583.49516872565,rock
palaye royale fucking head,1,70574.79516872563,rock
soundgarden burden hand,4,71864.44516872565,rock
bands think really consistently good discographies whole career,18,70767.84516872566,rock
bleach sky burn,0,70979.67850205899,rock
alesti feat andy cizek fooled dream hard rock,0,71025.84516872566,rock
cure killing arab,0,72057.51183539232,rock
starboard harvest,0,71295.77850205898,rock
sound good wanna start band first need know improve need improve original clip part bigger song working,6,72109.64516872565,rock
palehound psycho speak,0,72306.02850205898,rock
ramones patriotic punk johnny ramone baseball barre chords,0,71813.62850205899,rock
doors music,2,73310.29516872563,rock
pixies catfish kate,0,72749.27850205898,rock
mysterious song internet anyone knows song please post r themysterioussong,1,72401.74516872565,rock
opinions david bowie,7,73001.32850205897,rock
local sound style,0,72367.99516872565,rock
uncle acid deadbeats death door,2,72970.14516872565,rock
lonepeakmusic dual air soft rock royalty free,0,72532.02850205898,rock
pearl jam jeremy,5,74053.17850205899,rock
judas tree sweet jonny rock uk,0,72643.07850205897,rock
misfits descending angel,0,73295.82850205897,rock
dio night people,1,73836.86183539232,rock
glossary city lights shine,0,73512.09516872566,rock
sons valor jane official music video,0,74260.54516872563,rock
favorite rock metal bands lot keyboards organs piano synth,22,74535.61183539232,rock
rare audio david lee roth studio slash snakepit,1,74517.24516872565,rock
drumkan throw,0,74124.04516872563,rock
nothing chief halcyon indie rock san antonio texas,0,74013.61183539232,rock
los muertos la cueva del chivato folk rock,0,74030.29516872563,rock
bad religion american jesus,3,75328.36183539232,rock
bush show last night essex vt good,5,75059.37850205899,rock
academy killer looks kill,0,74681.29516872563,rock
billy idol rebel yell unconventional love song,2,75846.94516872565,rock
given room elevate,0,74760.62850205899,rock
animals house rising sun,8,76410.26183539232,rock
rover led zeppelin highway tune greta van fleet sound similar kind scary,3,75058.91183539231,rock
oceanlane comes,0,75683.41183539231,rock
neil young lonely quest save music,1,76101.12850205899,rock
dumpster diver holy diver parody feat samuraiguitarist become knight,1,75699.57850205897,rock
bad company brokenhearted rock,1,75973.87850205899,rock
years old feels like first time foreigner,1,76904.69516872565,rock
black country communion cold fantastic song awesome performances glen hughes joe bonamassa particular,0,75877.89516872565,rock
sister christian night ranger,1,76509.84516872566,rock
stone golem shadow titan full album,2,76188.24516872565,rock
feeder standing edge,0,76199.61183539232,rock
green devise brezzy black vibes new song buddy mine,1,76601.11183539232,rock
blue oyster c lt godzilla,7,77783.22850205898,rock
markus k halcyon opening selection live texas loopfest san antonio,0,76453.27850205898,rock
brown walls broken curse original song band,0,76465.69516872565,rock
smashing pumpkins hello kitty kat,1,77219.72850205898,rock
la historia tras los logos ic nicos del mundo del rock rolling stones,0,76525.82850205897,rock
band skulls patterns,0,76991.51183539232,rock
played album forest time years recently reminded good conceived solo project iommi however record label insisted black sabbath record mistake also first time glenn hughes iommi recorded together,2,76882.72850205898,rock
link wray jack ripper,0,77416.67850205899,rock
blue cut robbery nashville tn,0,77043.79516872563,rock
nephew bl black,0,76865.21183539231,rock
soul cardinalidae remastered,0,76883.94516872565,rock
incubus,2,78330.22850205898,rock
champs tequila,1,78085.19516872565,rock
tim buckley,0,78083.17850205899,rock
please vote come fly rocking vibes bee gees harmonies,0,77655.67850205899,rock
heavy metal hardcore punk,2,77658.07850205897,rock
shot night single version hawkwind,0,77674.77850205898,rock
mediocore chemikill official video,0,77696.97850205898,rock
riddle fall asleep car japan,0,77769.92850205899,rock
hard rock poppy concrete,0,78034.31183539232,rock
black stone cherry mary jane live uk,0,78260.91183539231,rock
poison days,0,78676.26183539232,rock
days new town live seattle,1,78271.52850205898,rock
project pitchfork timekiller,0,78098.86183539232,rock
black sabbath paranoid,14,79848.12850205899,rock
continuous glow hard rock,0,78219.12850205899,rock
cold angels fly away different kind pain,0,78251.81183539232,rock
coheed cambria welcome home greatest song time,0,79432.82850205897,rock
demo pink fairies,0,79002.21183539231,rock
joan jett sing sunday night football theme,13,79559.71183539231,rock
creedence clearwater revival put spell stone cold classic,0,79367.72850205898,rock
slipknot kind minutes review,0,79331.07850205897,rock
remains calling fall ideals,1,79832.29516872563,rock
asking alexandria violence,1,79801.59516872566,rock
prospect rock n roll beats electric guitars,0,80217.02850205898,rock
much adore balance composure,0,79605.56183539232,rock
mezcaleros six road vanishing point dodge challenger r,0,79775.84516872566,rock
queens stone age misfit love,6,81099.76183539232,rock
trivium like light flies ascendancy official music video,1,79826.02850205898,rock
new single belgian rockband muddler,0,79983.67850205899,rock
debut release zilverbacks pretty darn good,0,80088.37850205899,rock
replacements swingin party,0,80797.16183539231,rock
nick cave bad seeds eternity,0,80799.92850205899,rock
best bond theme ever wanted reboot character tone great mission statement different rocks hard,7,81011.19516872565,rock
killswitch engage due time disarm descent,0,80728.97850205898,rock
bob dylan idiot wind,0,80944.11183539232,rock
think era metallica black album reload,28,81317.86183539232,rock
opinions rolling stones,14,81021.66183539231,rock
barns courtney beyond barricade tries jones bbq kansas,0,81008.97850205898,rock
chris wollard ship thieves moon,0,81022.52850205898,rock
metal army star wars music original content holocron music,0,80808.44516872565,rock
drop top alibi burn,0,81086.52850205898,rock
offspring gone away,5,82116.12850205899,rock
unpopular opinion,3,81550.69516872565,rock
joy division dead souls,1,82479.39516872565,rock
punx vic mensa bad dream ft good charlotte,0,82263.71183539231,rock
favorite rock band time,126,83204.41183539231,rock
cramps teenage werewolf,1,82476.57850205897,rock
think biggest douchebag rock choose,3,81944.82850205897,rock
name song,4,81976.64516872565,rock
killswitch engage atonement minutes review,0,82067.11183539232,rock
white stripes fought piranhas blues garage rock,10,83662.34516872566,rock
west skyward sadie,0,82728.02850205898,rock
asked podcast listeners favorite replacements tracks favorite song band,2,82802.61183539232,rock
makes slash good,3,82649.36183539232,rock
goo goo dolls snail mail soccer mommy covering songs digress new album miracle drug,0,82662.87850205899,rock
crpt scty smashed glass,0,82959.97850205898,rock
ufo born lose contains furious guitar solo ever played michael schenker,0,84149.94516872565,rock
onelinedrawing deal,0,83530.59516872566,rock
song,6,84592.31183539232,rock
counter modern life japan,0,83655.07850205897,rock
king gnu white day,1,84123.81183539232,rock
neil young crazy horse river mic drop time guitar drop neil love songs bit different,0,84906.71183539231,rock
chevelle comfortable liar,2,85108.71183539231,rock
heart straight,1,85236.91183539231,rock
shocking blue venus,0,84848.26183539232,rock
five finger death punch coming,3,85532.37850205899,rock
loveless spiderland two records equally important nevermind,7,84724.47850205898,rock
post song made,3,84957.44516872565,rock
glorious pop,1,85115.96183539231,rock
stabbing westward thing hate,0,85151.37850205899,rock
frank carter rattlesnakes crowbar,6,85784.66183539231,rock
runaways love playin fire,0,86456.01183539232,rock
lord lost raining stars,0,85628.47850205898,rock
accept balls wall udo good vocalist,2,85960.54516872563,rock
aerosmith jaded official music video,4,86596.69516872565,rock
god god much,0,85715.67850205899,rock
replacements ledge,0,86312.01183539232,rock
song identification help,1,86287.22850205898,rock
tom petty heartbreakers got lucky official video,2,86573.79516872563,rock
sub promotion r currentclassicrock,3,86937.91183539231,rock
goo goo dolls black baloon,0,86110.59516872566,rock
jim croce got name,5,87506.86183539232,rock
mixed everything counterfeit,0,86741.81183539232,rock
midgetweener village,0,86754.99516872565,rock
saxon dallas pm classic,0,87343.32850205897,rock
red hot chili peppers bridge blood sugar sex magik official music video,7,88454.54516872564,rock
tomer live double guitar session,0,87503.22850205898,rock
starset new song manifest album coming september th,0,88015.9618353923,rock
stereokeys motion,0,87635.91183539231,rock
lotus eater charivari darkgaze drone,0,88072.34516872565,rock
band coyotes hypnotized official music video,1,88150.02850205898,rock
artist band believe deserves spot rock roll hall fame,5,88840.56183539232,rock
darkness rock roll deserves die,6,88626.17850205899,rock
mud crutch crystal river heard song radio several years ago immediately purchased album really relaxing song great chilling case people aware tom petty lead singer rip tom,1,88373.19516872565,rock
elo mr blue sky,7,90008.69516872565,rock
tribal chair sabotage japan,0,88605.06183539232,rock
johnny winter suzie q live rockpalast,0,88925.47850205899,rock
animals life live ustv,1,88987.54516872564,rock
alison cooper poison official video,4,89623.67850205899,rock
thrills cake,0,89221.64516872565,rock
blondie flesh,0,89732.39516872565,rock
immunity fate wednesday morning patriots house,0,89145.4618353923,rock
nick drake pink moon,0,89731.19516872565,rock
video new song lost transgressions,0,89574.66183539231,rock
lycan modern day gentleman fans things fuzz,0,89224.94516872565,rock
tesla shock album highlight return form california rockers little help def leppard phil collen production duties def tesla anyone,1,89666.37850205899,rock
thrice dust nations live,0,89578.56183539232,rock
audioslave show live,8,91030.81183539232,rock
could merlinmark,0,89628.94516872565,rock
h u rock till dead music video,0,89735.52850205898,rock
bleach sky burn,0,89837.87850205899,rock
faith real thing,1,90438.91183539233,rock
cool article little history primus,0,90175.41183539233,rock
staind break cycle,0,91294.84516872565,rock
think overrated underrated bands ever,21,90790.77850205898,rock
budy guy kind women,0,91090.02850205898,rock
volbeat evigt live dec,0,90601.54516872564,rock
forgot name german rock band,3,90910.11183539232,rock
missing persons walking l,0,91230.11183539232,rock
red already end silence,0,91297.57850205898,rock
feeder evergreen,0,90781.41183539233,rock
need advice band,14,91267.32850205898,rock
los benders oye gato,0,90857.59516872565,rock
heart crazy live,0,91976.81183539232,rock
unpopular rock opinions,263,92555.11183539232,rock
cassetto kid actor,0,91097.26183539232,rock
lord lost rock build church,0,91165.72850205899,rock
aiden genetic design dying,0,91427.61183539232,rock
rains better man ashes,0,91299.29516872564,rock
default hurts elocation,0,91303.24516872564,rock
immunity fate forgiven,0,91303.57850205898,rock
doors father son seventeen days,0,91305.29516872564,rock
dave matthews band crash,0,91838.21183539233,rock
warehouse announcement seven bells uk rock,0,91559.52850205898,rock
rock musicians league bands played,5,91917.71183539233,rock
think name song,0,91882.84516872565,rock
raconteurs steady goes,4,93202.32850205898,rock
found band cleopatrick yet shows,13,92246.89516872565,rock
rock band think never deserved famous,14,92388.428502059,rock
rock,12,92401.46183539233,rock
sex pistols truly influential punk band simply overrated thoughts,0,92228.31183539232,rock
alter bridge calm fire,1,92098.79516872564,rock
prince guitar went,0,92115.97850205899,rock
band shirts wearing today,0,92423.02850205898,rock
years since even played song even one favourites yet suddenly popped head yesterday get driving crazy today alice cooper hey stoopid,1,92640.76183539232,rock
old blood bloody feathers music video acid doom,0,92460.49516872564,rock
woodstock sheryl crow primus live cranberries collective soul share memories th anniversary,0,92667.02850205898,rock
new maggie cassidy single runaway,0,92717.928502059,rock
blackfoot highway song strikes,0,93363.81183539232,rock
prince doves cry,0,94116.04516872564,rock
muse uno,0,92950.428502059,rock
slipknot kind review,0,93955.36183539232,rock
outlaws green grass high tides outlaws,2,94087.128502059,rock
frusciante rhythm,1,93681.878502059,rock
name song slaps harder spacetruckin deep purple,10,94811.16183539233,rock
tracer devil ride official video great song underappreciated band,0,94467.21183539233,rock
whiskey days change luck classic rock hair metal,0,94206.04516872564,rock
kxm lightning official music video dugpinnick georgelynch rayluzier kxm,0,94101.46183539233,rock
molly hatchet flirtin disaster flirtin disaster,2,94768.84516872565,rock
roots half assed songs,0,94047.39516872565,rock
rage machine bulls parade evil empire else remembers song guitar hero,6,95672.628502059,rock
rolling stones time,0,94691.47850205899,rock
hatsune miku stop useless drug addict get job,0,94341.57850205898,rock
vynni indie rock,0,94342.378502059,rock
fangclub hesitations,0,94350.02850205898,rock
guy rockin f b need chaos ultra performance video rhythm guitar dream,0,94684.11183539232,rock
feeder perfect day,0,95052.61183539232,rock
nirvana rape snl,2,96417.31183539232,rock
still got blues one greatest guitar solos time imo,3,95265.94516872565,rock
parlor mob tide tears like led zeppelin enjoy much better greta,2,96014.07850205898,rock
playlists allowed stickied monthly recommendations suggestions thread,0,95569.09516872565,rock
underground super famous band caused biggest change music think music would sound like today band never existed,5,96151.34516872565,rock
blind melon rain blind melon official music video,4,97015.52850205898,rock
dead kennedys california uber alles,0,96404.41183539233,rock
seven mary three cumbersome american standard official music video,0,97003.66183539233,rock
blue yster cult veteran psychic wars fucking amazing song,0,96706.11183539232,rock
deep purple bad attitude,0,96409.34516872565,rock
bandit alpha need chaos official music video,0,96108.29516872564,rock
vanilla fudge keep hangin,1,96512.928502059,rock
symptom universe ending,1,96164.24516872564,rock
collective soul shine hints allegations things left unsaid official music video,2,97005.41183539233,rock
godsmack moon baby live,0,96516.59516872565,rock
dahlia smashing pumpkins,0,96293.69516872565,rock
gin blossoms hey jealousy new miserable experience official music video,0,97012.36183539232,rock
corey taylor snuff acoustic,7,97721.76183539232,rock
red sun rising deathwish,0,96840.39516872565,rock
crazyfists city ignites rest inside flames,1,96523.14516872565,rock
eve inside eve official music video,0,97007.31183539232,rock
spells curses love make recorded x grammy winning producer,0,96826.91183539233,rock
marilyn manson fight song live guns god government live la dvd,1,97053.32850205898,rock
sleepercar wasting time,0,97187.79516872564,rock
deftones needles pins deftones,0,96982.56183539232,rock
sevendust separate seasons,0,96985.39516872565,rock
fear factory slave labor archetype,0,96989.11183539232,rock
matthew sweet evangeline,0,96884.86183539232,rock
spin doctors little miss wrong pocket full kryptonite official music video,0,97020.928502059,rock
spineshank beginning end self destructive pattern,0,96991.04516872564,rock
stone sour inhale stone sour official music video,0,96995.86183539232,rock
summer taxi cab confession mourning,0,96998.77850205898,rock
bi hesitation ex korn drummer david silveria,0,96781.46183539233,rock
del amitri roll twisted,0,97018.91183539233,rock
someone yesterday commented tiredness seeing predictable bands songs sub consideration one favourite songs tracer man way bass line proper ear worm,1,96868.11183539232,rock
dry kill logic rot darker side nonsense,0,97000.51183539232,rock
atmos stuck,0,97015.46183539233,rock
meredith brooks bitch blurring edges official music video,0,97022.928502059,rock
heart tide say,1,97481.41183539233,rock
siddharth basrur phir se post grunge rock genre produced directed yogitha karve siddharth,0,97533.07850205898,rock
placebo every every,4,98659.64516872565,rock
smile empty soul bottom bottle smile empty soul official music video,0,98467.14516872565,rock
michelle branch happy hotel paper official music video,0,98462.34516872565,rock
yavuz etin ya amak stemem,0,98112.02850205898,rock
shinedown start b side leave whisper,1,98475.14516872565,rock
taproot fractured everything said true plead fifth official music video,0,98472.76183539232,rock
x phone hook,0,98999.46183539233,rock
shaman harvest end smokin hearts broken guns,0,98477.74516872564,rock
judas priest painkiller painkiller,3,99523.56183539232,rock
stray cats stray cat strut,0,98994.49516872564,rock
alice chains queen rodeo,0,99176.79516872564,rock
ashes denial weeds dark days,0,98503.69516872565,rock
tool fear inoculum,9,100022.76183539232,rock
downward spiral vs antichrist superstar,1,98572.89516872565,rock
thirty seconds mars kill bury beautiful lie official music video,2,99864.428502059,rock
megadeth hangar rust peace official music video,1,99334.77850205898,rock
morphine thursday cure pain,0,98929.628502059,rock
big house woodstock nation,0,99210.81183539232,rock
paramore crushcrushcrush riot official music video,0,99867.94516872565,rock
nightwish ghost love score live wacken floor jansen voice literally gives goosebumps every time hear sing,0,99495.99516872564,rock
thoughts title track tool new album fear inoculum,0,99280.82850205898,rock
best albums,7,99511.16183539233,rock
cinderella nobody fool night songs official music video,1,99877.64516872565,rock
community update punk metal industrial rock metal nu metal etc allowed please read posting,0,99914.59516872565,rock
mudvayne happy lost found official music video,0,99904.82850205898,rock
iron maiden trooper piece mind official music video,0,99541.94516872565,rock
skip ellis ice cube girl garage punk,0,99332.41183539233,rock
static x skinnyman,0,99725.19516872565,rock
filter go amalgamut official music video,1,99895.19516872565,rock
pearl jam evolution,7,100503.99516872564,rock
rise state union siren song counter culture,0,99887.21183539233,rock
black label society feat ozzy stillborn blessed hellride official music video,1,99902.01183539232,rock
metallica one justice official music video,1,99906.64516872565,rock
perfect circle noose thirteenth step,0,99879.77850205898,rock
teenage bottlerocket skate die came shadows official video,0,99891.04516872564,rock
nine inch nails head like hole pretty hate machine official music video,0,99899.24516872564,rock
smiths night opened eyes,2,100592.57850205898,rock
happening led zeppelin,5,99813.27850205898,rock
pantera mouth war vulgar display power official music video,0,99870.47850205899,rock
linkin park end hybrid theory official music video,0,99874.378502059,rock
bullet valentine tears fall poison,0,99882.24516872564,rock
rock looking heather sound stadium sized anthem massive sing along chorus,0,99664.01183539232,rock
pg love apparition,0,99710.428502059,rock
saetia venus bacchus,0,99720.39516872565,rock
orchid new jersey vs valhalla,0,99748.47850205899,rock
coolest seen rock,6,100368.97850205899,rock
hard choose austin freeman hard souls band americana rock fellow redditor,0,99809.02850205898,rock
rollins band liar,1,100361.59516872565,rock
rammstein feuer frei mutter official music video,0,99858.26183539232,rock
testarossa releases rock roll music video,0,99890.678502059,rock
community forum sub expand allow heavy metal punk nu metal hardcore industrial etc,39,101325.378502059,rock
underrated awesome band ashbury madman,1,100377.64516872565,rock
made mini documentary honor original rock venue area forced close,0,100157.09516872565,rock
much would change smells like teen spirit erased history,25,101067.56183539232,rock
dirty honey gone audio,1,100843.84516872565,rock
cocotte minute live performance recap,0,100403.99516872564,rock
foo fighters bizarre festival cologne germany full concert remastered,0,101281.32850205898,rock
romeo void never say never,1,101181.378502059,rock
slash pretenders immigrant song,0,101344.82850205898,rock
heresssy nonsense alt rock jazz blues punk directed edited prod,0,101033.69516872565,rock
nazareth love hurts,7,102285.56183539232,rock
bates independent love song,0,101212.76183539232,rock
live talks years throwing copper big band minds right away heroes u rem,0,101500.878502059,rock
stooges fun,0,102770.34516872565,rock
crossfade cold,1,102518.51183539232,rock
guns n roses live ritz knockin heavens door,0,102400.16183539233,rock
need find name song,2,102212.82850205898,rock
kevin tiah feat jamie mac peace lyrics,0,102981.628502059,rock
looking music guitar riff similar april wine like rock,1,102464.378502059,rock
aaron avis james dean,0,102715.378502059,rock
eric clapton father eyes,0,103798.26183539232,rock
def leppard switch,3,103808.66183539233,rock
cleopatrick hometown,0,103390.41183539233,rock
pearl jam nothingman,5,104220.36183539232,rock
august recommendations thread ask recs suggestions,23,104181.41183539233,rock
august covers thread covers go,21,104184.24516872564,rock
clash lost supermarket,1,104774.44516872565,rock
years ago today def leppard released best selling album hysteria,22,105126.99516872564,rock
eagles night long live,0,104036.378502059,rock
raveneye one underrated bands recent years,2,103832.04516872564,rock
hollywood rock song based hollywood trailer,0,103860.77850205898,rock
goree carter rock awhile,0,103945.428502059,rock
whitesnake love stranger,0,104779.64516872565,rock
funkadelic maggot brain,5,105525.26183539232,rock
shove l,0,104298.07850205898,rock
kiss strutter live best version,2,104392.44516872565,rock
chris isaak gone ridin,0,105135.69516872565,rock
rush wreckers,1,105335.99516872564,rock
roxy music something,1,105190.56183539232,rock
thoughts mcr,8,105208.74516872564,rock
tool streaming spotify first time ever,8,106477.26183539232,rock
mercy clair,0,105136.56183539232,rock
crooked vultures,4,105583.878502059,rock
linkin park done,12,107188.16183539233,rock
kobra lotus burn official video napalm records,0,106282.54516872564,rock
check auditory hallucination single gaslighting,0,106428.91183539233,rock
sunnyvale disaster paranoid citizen indie garage rock,1,106903.16183539233,rock
greatest rock legends think beatles featuring elvis david gilmour roger waters jimmy page john bonham mick jagger eric clapton david bowie bob dylan frank zappa many many,1,107834.01183539232,rock
incubus talks years make never identified macho sound late,0,106856.678502059,rock
mike johnson jr gave heart ghost,0,106887.46183539233,rock
bruce springsteen one step,0,108527.128502059,rock
jack white would fight love video,3,108347.678502059,rock
garter snake penchant mischief ep,0,107638.39516872565,rock
artists never want retire pick,1,107955.27850205898,rock
dont like rush,13,107821.21183539233,rock
sum pieces,6,109310.71183539233,rock
please give honest feedback first song,6,108811.91183539233,rock
susanna hoffs wishing telstar rock pop,0,108522.36183539232,rock
supercombo xepa das estrelas brazilian rock,0,108537.39516872565,rock
crazy world arthur brown fire,0,109267.91183539233,rock
crpt scty tell secrets,0,108637.39516872565,rock
pixies caribou,0,109784.19516872565,rock
hellacopters band,0,108735.54516872564,rock
need help remembering song,1,108798.91183539233,rock
ethereal relate grunge,0,108861.09516872565,rock
hum bloom space rock,0,109087.07850205898,rock
shoe egg indie rock,1,109089.19516872565,rock
alternative rock weird name modern rock,4,108969.86183539232,rock
david bowie madmen,0,110278.06183539232,rock
city awake undone open bad wolves buck cherry show love guys gals,0,109518.94516872565,rock
eyes,0,110079.69516872565,rock
fray save life beautiful song,0,110711.71183539233,rock
anyone knows song,4,110518.34516872565,rock
strokes live,0,110651.928502059,rock
patrick come around,0,111186.01183539232,rock
trying find song driving nuts,0,110542.57850205898,rock
tesla de rock,4,111618.52850205898,rock
bush gavin rossdale talks sixteen stone science things new album john wick single bullet holes,0,111523.31183539232,rock
check article buzzmusic us,2,111438.04516872564,rock
narcissus paradise johnny john schemin dreamers,0,111320.878502059,rock
artist retrospect alex chilton,0,111666.89516872565,rock
rush limelight moving pictures,3,112647.628502059,rock
zz top sharp dressed man,1,112603.26183539232,rock
dirty honey gone acoustic live sdr show,0,112323.41183539233,rock
